sentence,nsubj,root,root_idx,nsubj_idx,best_layer,best_head,attention_value
Koskoca bir vapur bir çöp gibi oldu .,vapur,oldu,7,3,10,11,0.8836869597434998
İçeriden de cızbız köfte kokusu geliyor .,kokusu,geliyor,9,8,4,0,0.9996055960655212
Ben bu ite çattığıma bin pişman oldum .,Ben,oldum,9,0,5,6,0.9982309937477112
"Ailevi bir laubalilikle genç adam , köşe koltuğuna kuruldu .",adam,kuruldu,12,8,7,8,0.7536493539810181
"Doktor tarla kiralıyor , kredi anlaşmalarıyla ortak oluyordu ekicilerle .",Doktor,oluyordu,9,0,5,0,0.9545807242393494
"Bayram ağa , uşakların söylediklerini kurdukça kurdu .",Bayram,kurdu,8,0,5,6,0.9950410723686218
İşte böyle bir eser onları bu külfetten kurtarmış olur .,eser,olur,11,3,8,1,0.38703835010528564
"Salih Reis , dört kuru duvardan ibaret fukara kapısından gördüğü mavi denize baka baka ölmek istiyordu .",Salih,istiyordu,18,0,5,6,0.9990367889404297
Hayat önümüzde hiç yazılmamış bomboş papyekuşe bir sayfa gibidir .,Hayat,gibidir,13,0,5,0,0.9877979159355164
Bir keçi kokusu sarmış ağıllarda çobanlarla arkadaş oldum .,kokusu,oldum,11,2,7,9,0.2237910032272339
İki gün süren tartışmalardan sonra Mustafa Kemal kürsüye geldi .,Mustafa,geldi,9,6,8,3,0.5122702121734619
Kız kardeşi Nazime'yi yaşlı bir liman reisi istedi .,reisi,istedi,10,9,4,0,0.998201847076416
Şimdi yedek iki litre kan var elimizde .,kan,var,5,4,4,0,0.9999998807907104
Eğer sen ahlakıyla çalışıp da buhran sebebiyle işi bozulmuş bir adam olaydın maalmemnuniye yardım ederdim .,sen,ederdim,21,1,6,5,0.5188658833503723
"İstanbul halkını , bilgisini , becerikliliğini siz temsil ediyorsunuz .",siz,ediyorsunuz,9,7,3,0,0.74102383852005
Bu bize pahalıya oturdu .,Bu,oturdu,3,0,5,8,0.9994866847991943
"Kanatları kurşunla parçalanmış bir kartal / Benim gibi seyreder , yerden , mavilikleri",kartal,seyreder,10,6,8,3,0.4145089089870453
"Doktor , bugün size ben asıl başka mesele danışmak için geldim .",ben,geldim,11,4,3,0,0.6925823092460632
Ben bu iki rivayetin arasında meyancılık edecek değilim .,Ben,edecek,9,0,5,8,0.9885340332984924
Mimaride cılız eserler vücuda geliyordu .,eserler,geliyordu,7,5,7,8,0.6261041760444641
Adapazarı havalisinde de buna mümasil bir hadise vukua geldi .,hadise,geldi,14,10,6,1,0.8914984464645386
"Yarına kadar sarhoşluğu geçer , ben de sarhoş olmadığına dair rapor veririm .",ben,veririm,13,7,3,0,0.6825112104415894
"Öteden beri denemişimdir , bu , daima bana bir nahoş vaka haber verir .",bu,verir,17,8,5,2,0.21048946678638458
"Bir yandan da Necla : Ay yoruldu , ay hastalanacak , ay ölecek diye eski nakaratına devam ediyor .",Necla,ediyor,21,3,8,3,0.8066232800483704
"Bazı kimseler , bana müracaat ederek bu namünasip hâllerden şikâyet ettiler .",kimseler,ettiler,14,1,7,8,0.6421419382095337
"Genç adam , o noktada alaka uyandırıcı bir şey keşfetmiş gibiydi .",adam,gibiydi,12,1,7,8,0.49529364705085754
"Saz sesleri bazen aynı notaları , ruhumuza mıhlanmak istenen bir altın çiviye vurulan darbeler gibi tekrar ederdi .",sesleri,ederdi,22,2,8,1,0.2906950116157532
"İçeriye orta boylu , geniş omuzlu , iri gövdeli bir adam girdi .",adam,girdi,15,14,4,0,0.9998737573623657
Bir iki mecidiyenin arasına sıkışmış bir onluğu ararken arkadan bir araba geliyordu .,araba,geliyordu,14,13,4,0,0.9999289512634277
Şu kopan fırtına Türk ordusudur ya Rabbi / Senin uğrunda ölen ordu budur ya Rabbi,ordu,budur,13,4,4,10,0.10324665904045105
Bu akşam televizyonda hangi film oynuyor ?,film,oynuyor,5,4,4,0,0.9999986886978149
Öteden beriden susturmak isteyenler oldu .,isteyenler,oldu,8,7,4,0,0.9989467263221741
"Gemiden , sırtında çıkını ve üzerinde paçavralarla kör ve sağır bir adam indi .",adam,indi,18,17,4,0,0.9998103976249695
"Sarhoş sesi , ızgaralı ocağın yakınında duvara sırtını vermiş , palaspareler içinde bir adama hitap ediyordu .",sesi,ediyordu,21,2,9,1,0.23593495786190033
Hür ufuklarda donanmış iki yüz pare gemi / Yeni doğmuş ayı gördükleri yerden geliyor,gemi,geliyor,17,10,8,2,0.5786611437797546
İyi ve yoğun yaşanan bir dakikada sonsuzluktan bir renk var .,renk,var,11,10,4,0,0.9999779462814331
Ta uçta kendime bir yer peyleyip sineyim derken Gazi seslendi .,Gazi,seslendi,12,11,4,0,0.9999929666519165
Gece saat dokuz .,saat,dokuz,2,1,4,1,0.9986625909805298
"Bu ipek gibi et , genelde bademli pilavla birlikte gelirdi sofraya piyata tabağında .",et,gelirdi,11,3,10,10,0.2465106099843979
"Çok geçmeden biri koluma girdi ve ' Özür dileriz şimdi kadınların alışveriş saati , erkekler için akşam açığız ' deyip beni kibarca postaladı .",biri,girdi,5,2,8,3,0.7937485575675964
"Onlar kahve , süt hatta kışın salep içmeyi , zeytin , peynir , reçel ve ekmek yemeyi tercih ederler .",Onlar,ederler,20,0,5,8,0.994681179523468
"Hiç kimse Türkiye'de normal , sürekli ve dengeli bir basın rejimi yaşamış olduğunu iddia edemez .",kimse,edemez,16,1,8,1,0.9127109050750732
"Bu seferki kovuluşun sebebi meslek rekabeti değil , meslek ahlakıydı .",sebebi,rekabeti,8,6,7,10,0.9856114387512207
Osmanlı Devleti'nin birçok vergi ve resimleri bu yüzden doğrudan doğruya yabancı alacaklıların cebine gider .,vergi,gider,16,5,10,11,0.22328531742095947
"Ben sizi yazar olarak değil , insan olarak çizmek istiyorum .",Ben,istiyorum,9,0,5,6,0.9648982286453247
Ben kendi hesabıma ressam olmak isterdim .,Ben,isterdim,6,0,5,6,0.9943247437477112
Kendisi II. Abdülhamit devri ricalinden olmakla beraber bu servete hiçbir şey ilave etmedi .,Kendisi,etmedi,16,0,5,8,0.987885594367981
Pazar ruhsatiyesi yüzünden belediye ile esnaf arasındaki ihtilaf malum .,ihtilaf,malum,9,8,4,1,0.9946544170379639
Biz atölyede bir türlü adını bağışlamayan renklere sağır renkler deriz .,Biz,deriz,11,0,5,0,0.9519166946411133
Tükürük bezleri tükürük yapar .,bezleri,yapar,5,3,8,3,0.9119758009910583
Üç buçuk senedir ben bu sallantıya şahit oldum .,ben,oldum,9,3,3,0,0.7909891605377197
Hasta alt kattaki salona kadar gitti ve bir kanepenin üstüne düştü .,Hasta,gitti,5,0,5,6,0.9995037317276001
Herhangi bir samimiyet bile mutlaka hakikat demek değildir .,samimiyet,demek,6,2,8,1,0.7396916151046753
Bu ev bir saray .,ev,saray,3,1,4,4,0.6716522574424744
Böylece tiyatro sezonu hakkında insan yarım saat içinde fikir edinebilmiş oluyor .,insan,oluyor,12,4,7,8,0.44014379382133484
O bu kadında daha bir cana yakınlık bulur gibi oluyordu .,O,oluyordu,9,0,5,6,0.9911892414093018
"En sıkı ve katı bir merkeziyet sistemi , bugün diğer faaliyet merkezlerini bloke edebilir .",sistemi,edebilir,14,7,8,3,0.4893331527709961
"O dakikadan dakikaya daha ziyade şaşırıyor , sıkılıyor , buradan kurtulmak istiyordu .",O,istiyordu,13,0,5,6,0.9615613222122192
"Artık onu sımsıkı sarıyorlarmış gibi bunaltan duvarlar , o kilitli kapılar yoktu .",duvarlar,yoktu,14,9,8,1,0.506249189376831
Oturacak yerler tahta sıralardan olur .,yerler,olur,6,2,10,8,0.6853553056716919
Adam keçinin gerisine hafif bir sille indirdi .,Adam,indirdi,9,0,5,6,0.9859907031059265
Sivri gagasından kelimeler çıkarken sanki birer ok oluyordu .,kelimeler,oluyordu,10,5,8,11,0.354147344827652
Hastalanınca annem başımda nöbet tutar .,annem,tutar,7,3,8,3,0.8911421298980713
Karaborsayı ve istifçiliği önlemek için karne sistemi getirildi .,sistemi,getirildi,10,9,4,0,0.9995008707046509
Ne var ki bu şenlik gününde yüzüne bakan yok .,bakan,yok,8,7,4,0,0.9999018907546997
"Ekmek satan yer yokmuş , bir dilim kek alabilmek üzere bir pastacıya giriyorum .",yer,giriyorum,14,3,11,11,0.274673730134964
"Asıl zorluk belki öğrenilmesi lazım gelen şeylerin değil , unutulması gereken şeylerin çokluğundan gelir .",zorluk,gelir,15,1,8,1,0.26143988966941833
"Sen bugün böyle niçin pek şıklaştın , boynuna kravat filan taktın da geldin ?",Sen,geldin,16,0,5,6,0.9613549113273621
Herifi şımartıp da bu hâle koyan sen değil misin ?,koyan,sen,9,8,4,0,0.9999922513961792
"Ötede beride Fıstıkağacı , Bağlarbaşı , Servilik , Nuhkuyusu gibi saffetli ve şiirli isimler duyulur .",isimler,duyulur,27,26,4,0,0.9997079968452454
Yeryüzünde balta olacak bundan daha belalı bir adam olacağını tasavvur edemiyorum .,adam,edemiyorum,13,10,7,4,0.8204102516174316
"Bütün insanlar , hayvanlar , bitkiler canlı kavramının kaplamı içine girerler .",insanlar,girerler,11,1,8,8,0.4186381995677948
"Babam kaşları çatılmış , başını sallayarak izliyor bizi .",Babam,izliyor,8,0,5,6,0.9796200394630432
Bu hoyrat düşünceleri bir şimşek süratiyle taban tabana zıt fikirler takip ediyor .,fikirler,ediyor,14,12,3,8,0.5889970064163208
Her memleket başkalarının yeniliklerini taklit ile başladığı intizama kendisinin eskiliklerini tahkik ile nihayet verir .,memleket,verir,19,1,8,3,0.811129629611969
"Haydi Abbas , vakit tamam / Akşam diyordun işte oldu akşam",vakit,oldu,10,3,8,9,0.39968785643577576
Eczacı İhsan Bey'in tamburundan ağır tınlamalı birtakım sesler geliyordu .,sesler,geliyordu,15,14,4,0,0.999874472618103
Taşçı Osman Efendi İstanbul'un en ünlü taşçılarından biriydi .,Osman,biriydi,12,2,8,1,0.3155093491077423
"Hiçbir namuslu insan kendisine gönül vermiş bir kızdan , tavladım diye söz etmez .",insan,etmez,15,3,7,8,0.652070939540863
Şu köşede çocuğuyla beraber bir taze oturuyor .,taze,oturuyor,7,6,4,0,0.9999938011169434
Hanım evladını tepemize tebelleş eden kendisidir .,eden,kendisidir,10,9,4,0,0.9977026581764221
"Artık itirazlar , teçhiller , istihzalar , hiddetler birbirini takip ediyordu .",itirazlar,ediyordu,16,1,11,11,0.3932441174983978
"Herkes tedirgin , kuruntulu ve heyecanlı .",Herkes,tedirgin,1,0,4,0,0.9999953508377075
İki şehir arasında temas kesildi .,temas,kesildi,4,3,4,0,0.9999938011169434
Acayip ve tempolu bir ses geliyor .,ses,geliyor,7,6,4,0,0.9999914169311523
"Biz , telif eser ayarında bir sanat kıymeti taşıyan tercümelere teşekkür edelim .",Biz,edelim,13,0,5,6,0.9980681538581848
"Bu suçlar arasında en büyüklerinden biri de uğurlama , karşılama törenlerinin kaldırılması oldu .",biri,oldu,15,6,10,7,0.45743098855018616
"Bir çay bardağını dökmeden içebilmek , tetiği eli titremeden çekebilmek kadar bir itiyat meselesidir .",eli,meselesidir,20,11,0,11,0.13475437462329865
Pek tipik ve âdeta alametifarikalı bir kadını bulmak zor değildir .,bulmak,zor,11,10,4,0,0.9999006986618042
"Bu demir yolu , bu yana gidersen derenin boyuna alır , iner Kara Hasan toluna .",yolu,iner,13,2,4,11,0.2787322700023651
"Bunlardan sonra top sakallı , çocuk yüzlü Şaban'ın dizi en çok sevdiği yerdi .",dizi,yerdi,14,10,10,0,0.9294521808624268
"Hukuk daima âdetlerin peşinden gider , önüne geçmez .",Hukuk,gider,5,0,5,8,0.9978634715080261
Bunların hepsi de çok güzel sesli ve oyunun en ustaları arasından seçildi .,hepsi,sesli,5,1,10,7,0.7413429617881775
Onlar huylarını ya bilmez ya açığa vurmaz ya ustalıkla gizler ya sarahatle duyurmaz ve bizi aldatabilirler .,Onlar,bilmez,4,0,5,6,0.99908447265625
"Şu köşe rafında toz şeker kutusu var , uzatıver bana .",kutusu,var,7,6,4,0,0.9999563694000244
"İnfaza , vazifeli şahıslardan başka , kimse kabul edilemez .",kimse,edilemez,12,10,7,8,0.9725708365440369
O sıralarda babam bir ara kaymakama vekâlet ediyordu .,babam,ediyordu,8,2,6,6,0.9625579714775085
"Okumadığım zaman tavukların bahçesindeyim , yemlerini ben veririm .",ben,veririm,12,11,4,0,0.9993809461593628
Babam veznecilik yapar .,Babam,yapar,4,0,5,8,0.9981704950332642
"Tüm insanlar dünyaya , kafa ve yüreklerinde bir iç mahkeme ile gelirler .",insanlar,gelirler,12,1,8,3,0.7887487411499023
O vurtut içinde o da gitti .,o,gitti,7,5,3,4,0.5358174443244934
Ya bu adam kim ?,adam,kim,3,2,4,0,0.9985859394073486
Biz de gelelim mi ?,Biz,gelelim,2,0,5,8,0.9892584681510925
"Sen geldin , ya Ahmet ?",Sen,geldin,1,0,4,0,0.9998424053192139
Yakalama veya tutuklama sebepleri hâkim huzuruna çıkarılıncaya kadar bildirilir .,sebepleri,bildirilir,11,4,7,8,0.4655260443687439
Bu renk ona gitmedi .,renk,gitmedi,3,1,10,0,0.8859164118766785
Durgun sular sıtma yapar .,sular,yapar,5,2,10,0,0.6698592901229858
Hem benim avukat veya yargıç olmak isteyip istemediğimi de hesaba kattıkları yoktu .,benim,yoktu,13,1,6,6,0.5831126570701599
"Kadının üstünde yavruağzı , keten bir takım giysi var .",giysi,var,11,10,4,0,0.9999953508377075
Yemek ya kahvaltıda ya da yemekte yenir .,Yemek,yenir,6,0,5,6,0.9899824261665344
Bu adam benim yüz bin liramı yedi .,adam,yedi,7,1,8,3,0.8713635206222534
"Bu dört kelimelik yeminsiz , şahitsiz cevap onun için yeter .",cevap,yeter,12,9,8,1,0.799561619758606
Batı tiyatrosu Türkiye için yepyeni bir şey olduğu için sıfırdan başlamak gerekiyordu .,tiyatrosu,gerekiyordu,11,1,10,0,0.8959391117095947
Çorak yerde ot bitmez .,ot,bitmez,4,3,4,0,0.9999887943267822
Bir sigara bir ormanı yakmaya yeter .,sigara,yeter,7,1,8,1,0.4834398031234741
"Uğurlu , kıdemli olsun , Allah yıldız barışıklığı versin .",Allah,versin,11,7,10,2,0.8059275150299072
Hepsi bu yıl başlarının çaresine bakacak altı at .,Hepsi,at,9,0,5,8,0.9852616190910339
Yısa yısa beş ton gelsin .,ton,gelsin,8,7,4,0,0.9996520280838013
Sen yoktan anlamaz mısın ?,Sen,anlamaz,3,0,5,6,0.990384578704834
Bu vapurun yolu az .,yolu,az,5,4,4,0,0.9998047947883606
Yazdığı anıları metodik bir şekilde inceleyen bu kürsü oldu .,inceleyen,oldu,10,7,4,3,0.5614945888519287
"Kurt hoca şimdi yumuşamış , el pençe divan duruyordu .",hoca,duruyordu,10,1,10,11,0.6706783771514893
Yurttaşlarım arasında bana bu yabancılığı çektirmemek isteyenler de oldu tabii .,isteyenler,oldu,12,10,3,8,0.8373749852180481
"O çok yüklü , bu işi başkasına verelim .",O,verelim,7,0,5,6,0.9993985891342163
Bunlar memleketin edebiyat tarihinde beni yavaş yavaş yükselten birer basamak .,Bunlar,basamak,9,0,5,8,0.9992243051528931
Al bir kalpak giymişti al / Al bir ata binmişti al / Zafer ırak mı dedim / Aha diyordu,Zafer,diyordu,23,15,11,5,0.629795253276825
"Gümüş bir tepsi , daha doğrusu gümüş bir lenger ağız ağıza sanırsam zebercetle doluydu .",tepsi,doluydu,19,2,4,11,0.6609686017036438
"Asıl sohbet zemini nadide yemek tarifi , köşk ve bahçe tanzimidir .",zemini,tarifi,5,2,7,8,0.8131663799285889
"uçsuz bucaksız bir tank , panzer ve zırhlı araba zinciri . geçip gidiyordu .",zinciri,gidiyordu,14,11,7,8,0.40080899000167847
Bunlar birer karış uzunluğunda üç para çubuğun zıvanalı vidalarla birbirlerine eklenmelerinden meydana gelir .,Bunlar,gelir,18,0,5,6,0.9923785924911499
Sen şimdi züppelik ediyorsun ama yarın yine bize döneceksin .,Sen,ediyorsun,6,0,5,6,0.9961448907852173
Böyle duru bir mantık karşısında akan sular duruyordu .,sular,duruyordu,7,6,4,0,0.9987993240356445
"Konya'ya döndüğüm vakit benim motor , dama Erol Efendi , dedi .",motor,dedi,13,7,10,0,0.5848478078842163
Acaba bu içinde yaşadığımız hava neden bu kadar dar geliyor ?,hava,geliyor,9,4,4,7,0.7815618515014648
"Rıfat Paşa gibi terbiyeli bir zat bile bin dereden su getirir , harp siyasetimizi methederdi .",zat,getirir,13,7,8,3,0.8335887789726257
Benim dört çeşit insan karşısında iflahım kesilir .,Benim,kesilir,8,0,5,8,0.9994077682495117
"Bedavadan ekmeğini yediği gazeteyi tekmeledikten sonra , aynı gazete geriye döneni tekrar bağrına nasıl basar ?",gazete,basar,23,15,8,1,0.18385770916938782
El dokunulmamışından canı yandığından artık az kullanılmışına fit oldu .,El,oldu,13,0,5,6,0.9819260239601135
Ne var ki niye bizim lokmamıza el uzatırlar ?,Ne,var,1,0,4,0,0.9999619722366333
Kim bu cennet vatanın uğruna olmaz ki feda ?,Kim,olmaz,5,0,5,8,0.9927136301994324
"Geçmiş olsun ağabey , ne oldu sana böyle ?",ne,oldu,5,4,4,0,0.9999926090240479
İşte bu iki adam bir aralık göz göze geldiler .,adam,geldiler,8,3,8,3,0.7572873830795288
Bu davaya en iyi hizmet etmiş olan benim .,olan,benim,7,6,4,0,0.9974424839019775
Kendisine büyük hizmeti dokunmuş insanları unutmak bir toplumun yozlaştığını belgeler .,toplumun,belgeler,11,8,6,4,0.4580473303794861
Hürmette kusur ettin mi işte o zaman kendini yok bil .,kendini,bil,12,10,3,8,0.7992361187934875
"Hayatımızda bozukluğunu , yokluğunu içlerimiz burkularak duyduğumuz ne vardır ki millî şuur eksikliğinden gelmesin ?",ne,gelmesin,20,13,8,4,0.3700419068336487
"Şimdi yaşlandık , bu işlerin kurdu olduk .",kurdu,olduk,7,6,4,0,0.99641352891922
Hastalara türlü maceralarla şifa vermesini ben bilirim .,ben,bilirim,8,7,4,0,0.9999727010726929
Bu elbise size iyi gidiyor .,elbise,gidiyor,4,1,10,0,0.8443267345428467
"Aynı yazar bu kabına sığamayan oyuncunun el , kol , yüz kıpırtılarını da şöyle dile getirir .",yazar,getirir,18,1,8,3,0.7524768114089966
O hayalleri kuran da o hatıralara kendini bırakan da bugünkü ben değil miyim ?,kuran,ben,11,2,10,3,0.6906934380531311
"Beyin seni davet etmiş , iç , ye , keyfine bak !",Beyin,bak,10,0,5,6,0.9926302433013916
Benliğe kök salan gönül bağlarını kim tarif edebilir ?,kim,edebilir,9,7,8,2,0.9395063519477844
Sen gitmezsen Ankara'da yas tutmazlar demek dilimin ucuna kadar gelmişken tuttum .,Sen,tuttum,15,0,5,6,0.9754324555397034
"Ayağını denk al yavrum , ateşle oyun olmaz diye öğüt verdi .",oyun,verdi,14,10,10,5,0.7488684058189392
"Normal yaşamının çekişmeleri içinde tekerlenip giden insan , bayramlarda bir nefis muhasebesi yapmak imkânı bulur .",insan,bulur,18,8,7,8,0.8495473265647888
"Bunlar da Mustafa Kemal'i ifratlı hareketlere , yanlış yollara sevk etmek töhmeti altında bunalmış , şaşkına dönmüş idiler .",Bunlar,idiler,28,0,5,6,0.9784563779830933
Bütün halk cenazelerdeki gibi suskun ve somurtkandı .,halk,suskun,5,1,8,1,0.9490805864334106
"Adam , acele adımlarla tekrar geri dönüyor , süratle merdivenlerden iniyor .",Adam,iniyor,11,0,5,6,0.93878573179245
Biraz sonra Gazi yanına seryaveri Salih Bey'in yaveri Muzaffer Bey'i ve âcizi alarak otomobile bindi .,Gazi,bindi,23,2,8,5,0.16688361763954163
Açık kalpli olmamak çağ dışı bir tutum olur .,tutum,olur,7,6,4,0,0.9996174573898315
Hiç kimseye açılmayarak yaşadığım bu altı ay beni bitirdi .,ay,bitirdi,9,3,4,2,0.556510865688324
Bu işte adaletsizlik var .,adaletsizlik,var,3,2,4,0,0.9999974966049194
Ayak basacak tek adımlık temiz yer yok .,yer,yok,8,7,4,0,0.9998966455459595
"Geçmiş olsun ağabey , ne oldu sana böyle ?",ne,oldu,5,4,4,0,0.9999926090240479
İki yanı ağaçlı yol ta dış kapıya kadar uzayıp gidiyordu .,yol,gidiyordu,11,4,10,3,0.5446165800094604
Bir gözünde ak var .,ak,var,3,2,4,0,0.9999904632568359
Rengi kararmış bir saat ; ne yelkovanı var ne akrebi .,saat,var,12,6,5,9,0.45781517028808594
Tanrı vergisi bir sesi var .,sesi,var,4,3,4,0,0.9994033575057983
Lakin babam şiddetli ve anif hareket ediyordu .,babam,ediyordu,8,2,6,6,0.9645301103591919
"Bu , tam bir antitezdir , iddia ettiğiniz gibi sentez değildir .",Bu,sentez,12,0,5,6,0.988610565662384
Kadir Efendi kalemi arakiyesinin arasına soktu .,Kadir,soktu,8,0,5,8,0.9944327473640442
Babam o yaz sonunda avlanmak için Çardak'a gitti .,Babam,gitti,11,0,5,6,0.9985478520393372
Sonraları herkes kondusuna ayrı bir işaret koydu .,herkes,koydu,9,2,7,8,0.8012507557868958
"O , yanıma oturarak kara haberlerden , kötü rivayetlerden bahsetti .",O,bahsetti,11,0,5,8,0.9759314656257629
Zamanla nasıl değişiyor insan / Hangi resmime baksam ben değilim,insan,ben,11,4,9,2,0.23622509837150574
Bunlar memleketin edebiyat tarihinde beni yavaş yavaş yükselten birer basamak .,Bunlar,basamak,9,0,5,8,0.9992243051528931
Basılı oyunlar sakıncalı görülünce yok ediliyordu .,oyunlar,ediliyordu,8,3,10,0,0.7690843939781189
Zaten daha sonraki Hint tiyatrosu canlılığını bütün bütün kaybedecek ve basmakalıplaşacaktır .,tiyatrosu,kaybedecek,9,4,8,3,0.69379723072052
"Çoğu zaman ben , kendimi mesut edeyim derken başka birini bedbaht ediyorum .",ben,ediyorum,14,2,3,0,0.4549786150455475
"Hayatın başlangıcı gibi sonu da bir ninni , masal ve uyku ihtiyacını duyuyor .",sonu,duyuyor,13,3,9,0,0.3702239394187927
Bir bayan geldi .,bayan,geldi,2,1,4,0,0.9999793767929077
Bir şeye benzemekliğim için usta bir kalem kırk yerinden tashih etmeli .,kalem,etmeli,14,8,10,0,0.6069979071617126
Gece saat dokuz .,saat,dokuz,2,1,4,1,0.9986625909805298
"Tek beygirli , hafif yapılı bu arabalar , esner , yıkılacak gibi olur .",arabalar,olur,16,8,8,3,0.9225951433181763
O hiç oralı olmaz ve bütün bezirgânlar gibi hâlinden yakınır .,O,olmaz,4,0,5,8,0.9951955676078796
Ben bunu kitaplıkta saklayarak günaha giriyorum .,Ben,giriyorum,8,0,5,6,0.9872931241989136
"Ben arkadaşını bilmem , seni bilirim .",Ben,bilirim,5,0,7,5,0.9307095408439636
Sanki Çakır'ın boğum boğum bileğini muayeneye alan genç adam bu değildi .,adam,bu,15,14,4,0,0.9999996423721313
"Adam , odadan içeri bir fırtına gibi girdi , bonjur , dedi .",Adam,dedi,12,0,5,6,0.9876448512077332
Ben bu sarı kâğıtlardan o kadar bezmişimdir ki güzelim sarı rengi de ondan dolayı boykot ettim .,Ben,ettim,18,0,5,6,0.9843080639839172
Sahneye birbirinden enli ve boylu dört taze birbiri ardınca girdi .,taze,girdi,14,9,6,1,0.29962262511253357
Bu yemek midemi bozdu .,yemek,bozdu,4,1,7,8,0.7539780735969543
Üç buçuk senedir ben bu sallantıya şahit oldum .,ben,oldum,9,3,3,0,0.7909891605377197
Şiirde bir bütünün lüzumuna inananlar bile mısralar arasında birtakım aralıklar kabul eder .,inananlar,eder,16,7,4,7,0.5190892815589905
Bu celpte yüz er geldi .,er,geldi,6,5,4,0,0.9972063899040222
"Herkes , her şey bir bahar sevinci içinde çalkanır durur .",Herkes,durur,10,0,7,8,0.9103429317474365
"Ne kadar küçük olursa olsun , bu ona pek çarpıcı ve aydınlatıcı geliyordu .",bu,geliyordu,12,6,8,1,0.33166274428367615
"Avlusunda silahlarını çatmış , ayaklarını germiş askerler var .",askerler,var,12,11,4,0,0.9999176263809204
Durum çetrefilleşiyor belki her şeyi yeni baştan düşünmem icap edecek .,Durum,edecek,13,0,5,6,0.9833424091339111
Nerede güzel görsen ona çevrilme / Bizim ilde cana kıyar beyler var,beyler,var,14,13,4,0,0.9999748468399048
Bahçede bir de çıkrıklı kuyu olacak .,kuyu,olacak,8,7,4,0,0.9999984502792358
Dağbaşında gece yarısı beni kim görmek isteyebilir ?,kim,isteyebilir,8,6,3,9,0.9089752435684204
Ben dahi başka bir diyara gitmek için izin talep ederim .,Ben,ederim,10,0,5,8,0.9898759722709656
Onun derdi de dallı budaklı olur .,derdi,olur,8,1,9,1,0.8510114550590515
"Hiç kimse normal , sürekli ve dengeli bir basın rejimi yaşamış olduğunu iddia edemez .",kimse,edemez,13,1,8,1,0.9150513410568237
"Her yerde bize derece derece verilen kanaat , burada biraz daha tahkim edilmiş oldu .",kanaat,oldu,13,6,8,3,0.5170456171035767
"Bayram vali konağının dış kapısında , ellerini yine önünde kavuşturmuş taş gibi dimdik duruyordu .",Bayram,duruyordu,15,0,5,6,0.9694731831550598
"Avrupa hariciye memurlarından başkaları için kapanmış , bilinmez ve yasak bir yerdi .",Avrupa,yerdi,14,0,5,6,0.9937247633934021
"Bu üşenmez , bu didingen , bu uyanık ve çevik adam , mecmuasında yazılmış binlerce imzanın heyecan ve bilgi ağırlığına muadil bir iradeyi tek başına temsil etti .",adam,etti,35,13,7,8,0.44741499423980713
Diktatörlükten kurtulmak isteyen her toplum dil öğrenimine ne denli önem verse yeridir .,toplum,yeridir,15,7,9,5,0.3419070541858673
"Bayram vali konağının dış kapısında , ellerini yine önünde kavuşturmuş taş gibi dimdik duruyordu .",Bayram,duruyordu,15,0,5,6,0.9694731831550598
"Herkes , vicdan , dinî inanç ve kanaat hürriyetine sahiptir .",Herkes,sahiptir,10,0,5,8,0.9983730316162109
Doktor kalkar .,Doktor,kalkar,1,0,4,0,0.9993261098861694
"Erkekte pudra sinirime dokunuyor diyorum , anlamıyorsun .",pudra,diyorum,8,3,10,0,0.8007630705833435
Motorlu su taşıtlarından biri de kanal rıhtımının tam bizim önümüze düşen bir noktasında demir atmış duruyordu .,biri,duruyordu,20,5,8,3,0.5423799753189087
Yazlık eviniz hâlâ duruyor mu ?,eviniz,duruyor,4,2,7,8,0.9638939499855042
"Yeni ev , Rüstem Efendi'ye kiraya verildi .",ev,verildi,9,1,8,1,0.7498961091041565
"Tel , insan azmanı bir şeyhe ait iri , siyah , binbir taneli , efsaneli bir tespihe benziyor .",Tel,benziyor,22,0,5,6,0.9975965619087219
"Pansiyon sahipleri , kirada gösterdikleri bu ehveniyeti diğer hileli muamelelerinde kabartmanın yolunu bilirler .",sahipleri,bilirler,18,2,7,8,0.5653648972511292
"Delikanlılardan biri , bir ekmekçi hamurkârı idi .",biri,idi,12,4,5,9,0.5327358841896057
Bir darbe benim bütün o uzun emeklerimi sıfıra indirir .,darbe,indirir,9,1,8,3,0.7846054434776306
"Sanat eri çalışır , bir eser kor ortaya , onun güzel olduğuna inanır , o güzelliği herkesin anlamasını , kavramasını ister .",eri,ister,22,1,8,3,0.29870903491973877
Bu adam bir aralık eşkıyalık yapmış çok nemrut bir herif .,adam,herif,12,1,7,8,0.9860855340957642
Yaşadıklarını yazmanın böylesine bir etki yapabileceğinden hiç haberim yoktu .,haberim,yoktu,11,10,4,0,0.9983630776405334
. bazı kimselerin üç dört koyun ve ineğinden başka evcil hayvanı yoktur .,kimselerin,yoktur,13,2,8,8,0.7863236665725708
Bunda ne hocanın bilgisi ne çocuğun çalışkanlığı rol oynar .,bilgisi,oynar,11,4,9,1,0.5184063911437988
"Siz fena adamsınız , odanıza geldiğime bin kere pişman oldum .",Siz,oldum,12,0,5,6,0.954384446144104
Yalnız tansiyon fevkalade .,tansiyon,fevkalade,2,1,4,0,0.999733030796051
