sentence,nsubj,root,nsubj_idx,root_idx,best_layer,best_head,attention_value
Babam yerinden fırlayıp beni bir iyi pataklayacak sanıyordum .,Babam,sanıyordum,1,9,4,3,0.37900444865226746
"Harp patlıyor ve askerlere edebiyatçılık , edebiyatçılara askerlik yapmak düşüyor .",Harp,patlıyor,1,2,4,9,0.9999631643295288
İyi ve yoğun yaşanan bir dakikada sonsuzluktan bir renk var .,renk,var,10,11,3,0,0.9997155070304871
"Denizde canlanmış bir köpük gibi açılan kapanan peltenin hayatını gördükçe bu hayatlar nedir ve niçindir , demek ihtiyacını duyardım .",hayatlar,duyardım,15,23,0,1,0.16689546406269073
Bu sözleri söylerken elimi tutan elinin titrediğini ve yüzünün rengini değiştirerek pembeleştiğini hissediyordum .,elinin,hissediyordum,6,15,9,6,0.173665389418602
"Kuş , beni görünce korktu , pençesinde yılanla havalandı .",Kuş,havalandı,1,10,6,8,0.5013838410377502
Badik kızların yanı sıra perçemli öğrenciler geçiyordu .,öğrenciler,geçiyordu,9,10,4,9,0.999923586845398
Oyunun üç perdesi de böyle alkışlar içinde geçti .,perdesi,geçti,3,8,7,8,0.7484251260757446
İş bu pereseye geldikten sonra .,İş,geldikten,1,6,7,3,0.4516930878162384
Aldığı şeyin parasını peşin olarak ödeyen bir insanın hâlinde bir gurur vardır .,gurur,vardır,11,12,4,9,0.9999016523361206
Babam peştamallı başımı okşadı ve on dakika sonra yola çıktık .,Babam,okşadı,1,7,7,8,0.7134064435958862
"Ablam . petrol lambasının yanına oturur , dün gece bıraktığı yerden okumaya başlardı .",Ablam,başlardı,1,13,7,3,0.391898512840271
Ta uçta kendime bir yer peyleyip sineyim derken Gazi seslendi .,Gazi,seslendi,11,12,4,9,0.9999096393585205
"Akmayan su , kımıldanmayan , olduğu yerde bir çukurun içinde pıhtılaşan , ağırlaşan durgun ve durulmuş su ölümü hatırlatır bana .",su,hatırlatır,3,24,4,3,0.16759055852890015
Paşaoluk Yaylası'nın her bucağından bir pınar kaynar .,pınar,kaynar,10,11,3,0,0.999948263168335
"Kuş , pır diye uçtu .",Kuş,uçtu,1,5,1,3,0.6428728699684143
Gece saat dokuz .,saat,dokuz,2,3,4,9,0.9999366998672485
Üçü de pijamalarının üstünü masaya bırakarak aşağı koştular .,Üçü,koştular,1,9,5,11,0.4551991820335388
Yüz milyon lira sermayeli bir pilot şirket kuruldu .,şirket,kuruldu,7,8,4,9,0.9983564019203186
Senin gibi babaevinde . pinekleyen taze dul çok !,dul,çok,10,11,4,9,0.9999747276306152
Büyük Itri'ye eskiler derler / Bizim öz musikimizin piri,eskiler,derler,6,7,3,0,0.9992857575416565
"Bu emel bizi elimizden tutarak yükseltiyor , muhitin pisliğinden uzak tutuyordu .",emel,tutuyordu,2,13,7,3,0.6804271340370178
"Tuğla , çanak çömlek özel ocaklarda pişer .",Tuğla,pişer,1,8,6,6,0.39130899310112
Fatoş . piyangocu dükkânında çalışırdı .,Fatoş,çalışırdı,1,7,4,3,0.32098495960235596
"Sonbaharda , yakında açılacak tütün piyasasının haberleriyle ümitlenir , tasalanır , yüzleri bir gün gülerse beş gün kederli kalırdı .",yüzleri,kalırdı,15,23,8,4,0.31354302167892456
"Bu ipek gibi et , genelde bademli pilavla birlikte gelirdi sofraya piyata tabağında .",et,gelirdi,4,11,4,0,0.24401792883872986
O tarihte aramızda kasaba planını yapmaya gelmiş bir iki mühendis ve mimar bulunuyordu .,mühendis,bulunuyordu,10,13,5,9,0.39778104424476624
Bazı insanlar pohpohtan hoşlanır .,insanlar,hoşlanır,2,5,4,0,0.5127245187759399
"Hemen şeftali , portakal , mevsimlik sulu meyve , ne varsa satmaya başlıyorum .",ne,başlıyorum,10,13,1,8,0.28919538855552673
"Bir köşede portatif bir çadır karyolası , bir küçük masa vardı .",karyolası,vardı,6,11,6,10,0.26815271377563477
"Belinde ince bir ceylan postu , sırtında ağaç liflerinden örülmüş kaba bir atkı vardı .",postu,vardı,6,16,0,0,0.14816546440124512
Ayaklarındaki postalların yarısı yok bir hâlde mart havasının sert soğuğunda âciz ve sefil titriyordu .,yarısı,titriyordu,5,17,0,3,0.08534620702266693
"Çok geçmeden biri koluma girdi ve ' Özür dileriz şimdi kadınların alışveriş saati , erkekler için akşam açığız ' deyip beni kibarca postaladı .",biri,girdi,3,5,4,0,0.6292898654937744
Babası ölünce yüzüne çok yakışan güzel bir sakal bıraktı ve tekkenin postnişini oldu .,Babası,bıraktı,1,9,4,3,0.26051777601242065
Bu sırada gemilerden telaşla birkaç projektör yandı .,projektör,yandı,6,7,3,0,0.9996641874313354
Pek protokolcü olduğu için yemek sessiz geçiyordu .,yemek,geçiyordu,6,8,7,8,0.8961290717124939
Kırk puanlık iki soru ile yirmi puanlık bir soru vardı .,soru,vardı,4,10,4,3,0.17301736772060394
Ortalığa ilk pus düşer düşmez dönüş saatini sezmiş gibi köy yönüne geçti ve bekledi .,pus,geçti,4,14,4,3,0.1861368715763092
Puslu havaya yoğun bir kükürt kokusu sinmiş .,kokusu,sinmiş,7,8,3,0,0.9998099207878113
"Bu püsküllü şapka , boyunu biraz daha uzatmış .",şapka,uzatmış,3,8,5,11,0.3056420683860779
"Kapıdan girince sol yanda bir ocağı , sağ yanda da duvara gömme bir dolabıyla beş altı rafı vardı .",ocağı,vardı,6,19,8,11,0.2027151733636856
Fakat memlekette böylelerine rağbet yok .,rağbet,yok,5,6,3,0,0.9995548129081726
"Talihsiz hatun odasında , rahat döşeğinde mi can vermiş ?",hatun,vermiş,2,9,7,8,0.46783411502838135
"Bununla beraber , içimde bir rahatsızlık var , unutulmaktan korkuyorum .",rahatsızlık,korkuyorum,6,11,8,1,0.288455069065094
"O , meyvelerin tadında , yarınki Cennet'in rahmani kokularını duymasını bilirdi .",O,bilirdi,1,14,7,3,0.4189791679382324
Rakamları sıralamaya ihtiyacın yoktur herhâlde .,ihtiyacın,yoktur,4,5,3,0,0.9999549388885498
Kocalarının aşkına sahip ve hâkim olmak hususundaki mübarezede kadınlar rakibelerine nispetle pek müsait olmayan bir mevkide bulunurlar .,kadınlar,bulunurlar,12,22,6,11,0.5302539467811584
Bakarsın erkek rakibini de sevgilisini de öldürmüş .,erkek,öldürmüş,3,8,7,3,0.193144753575325
"Tren , rastgele bir yerlere gidiyor , rampalarda , küçük istasyonlarda saatlerce duruyordu .",Tren,duruyordu,1,14,7,8,0.44875386357307434
"Bu dönemeçli , rampalı saadet beni biraz ürkütmeye başladı .",saadet,başladı,7,12,8,10,0.3698628842830658
Doğrusu ben ne güzelliğimin ne de ilmimin kimsenin ağzına düşmesine razı değilim .,ben,razı,2,13,7,3,0.43156421184539795
Vücut ilaca çok şiddetli bir reaksiyon gösterdi,Vücut,gösterdi,1,7,5,11,0.38066110014915466
Kukla oyunu realist bir yansıtma değil .,oyunu,yansıtma,2,5,11,5,0.47386881709098816
"Onlar kahve , süt hatta kışın salep içmeyi , zeytin , peynir , reçel ve ekmek yemeyi tercih ederler .",Onlar,ederler,1,19,3,9,0.6191872954368591
"Sabih Hüsnü , kemanla bana refakat etti .",Sabih,etti,1,8,4,3,0.21455104649066925
"Hiç kimse Türkiye'de normal , sürekli ve dengeli bir basın rejimi yaşamış olduğunu iddia edemez .",kimse,edemez,2,17,7,8,0.7345986366271973
"Bu seferki kovuluşun sebebi meslek rekabeti değil , meslek ahlakıydı .",sebebi,rekabeti,6,8,5,11,0.3628807067871094
Masallar folklor bakımından da türkülerden daha seyyal ve ekseriya daha renkli olurlar .,Masallar,olurlar,1,15,6,11,0.2745191156864166
Geriye kalan üç dört yolcuya gelince bunlar lalettayin ve renksiz insanlardı .,bunlar,insanlardı,7,13,7,8,0.7922689914703369
Repertuvarında bir tek piyes vardı denilebilir .,piyes,denilebilir,7,9,0,0,0.3370133638381958
Osmanlı Devleti'nin birçok vergi ve resimleri bu yüzden doğrudan doğruya yabancı alacaklıların cebine gider .,vergi,gider,6,17,1,3,0.3443848788738251
"Ben sizi yazar olarak değil , insan olarak çizmek istiyorum .",Ben,istiyorum,1,10,2,11,0.453529953956604
Ben kendi hesabıma ressam olmak isterdim .,Ben,isterdim,1,6,5,11,0.41779449582099915
Bu malın sürümü yoktur .,sürümü,yoktur,3,4,3,0,0.99977046251297
"Güzel bir kadın , filmlerdeki asker revü kızları gibi bir selam verdi .",kadın,verdi,3,13,5,11,0.29293155670166016
Edep ve erkâna riayet lazım .,Edep,lazım,1,6,7,6,0.30025383830070496
Kendisi II. Abdülhamit devri ricalinden olmakla beraber bu servete hiçbir şey ilave etmedi .,Kendisi,etmedi,1,15,4,3,0.20352686941623688
İşler günden güne geri gidiyor .,İşler,gidiyor,1,5,4,0,0.7133496403694153
Onlar çevrelerinde olup bitenleri izleyen ve büyüklerin rolcülüğünü sezen cimcimeler olmuşlardır .,Onlar,olmuşlardır,1,15,7,3,0.48626089096069336
Her romancının bütün romanlarında değişmeyen demirbaş bir kişisi var .,kişisi,var,9,10,4,9,0.9983975291252136
"Romantik sanat , istek ile istenç arasındaki çatışamadan doğar .",sanat,doğar,2,11,4,0,0.3865645229816437
"Dikkat ediniz , bu bir romatizma başlangıcıdır .",bu,başlangıcıdır,4,7,6,0,0.389630526304245
Ruhani bir cazibe Turhan'ı türbeye çekti .,cazibe,çekti,3,9,7,3,0.6310210824012756
"Allah , ince ruhlu kibar yaratmıştı bu kızı .",Allah,yaratmıştı,1,6,1,10,0.7019020318984985
Pazar ruhsatiyesi yüzünden belediye ile esnaf arasındaki ihtilaf malum .,ihtilaf,malum,9,10,4,9,0.9988798499107361
Caz o yıl çok yayılan bir rumbayı çalıyor .,Caz,çalıyor,1,9,1,10,0.7006984353065491
Hilmi Efendi bütün bu yarı rumuzlu sözlerden anlamıştı .,Hilmi,anlamıştı,1,9,0,7,0.1628292351961136
"Geniş , bomboş bir taşlığın serin , rutubetli küf kokusu duyuldu .",kokusu,duyuldu,11,12,3,0,0.9997567534446716
Size ya rüsumat müdürlüğünde yahut da şehir eminliğinde gözü olduğunu söyler .,gözü,söyler,11,13,2,9,0.29076361656188965
Esme ey bad esme canan uykuda .,canan,uykuda,7,8,4,9,0.9999855756759644
"İstediği şeyler gelinceye kadar , sevinç ve sabırsızlık içinde sabahları zor ediyordu .",şeyler,ediyordu,2,12,0,3,0.0926160141825676
"Ben fişeklerin barutunu , tapasını , saçmasını koyarım , beybaba !",Ben,koyarım,1,12,7,3,0.5250868201255798
Büyümüş gözler örste dövülen kızgın demir gibi kıvılcımlar saçtı .,gözler,saçtı,3,12,9,10,0.44812989234924316
Sen bana niye söylemedin ?,Sen,söylemedin,1,4,6,9,0.717258870601654
"Hepsi de kılıç kuşanmıştır ; yaylı , sadaklı , topuzludur .",Hepsi,yaylı,1,7,5,11,0.12807850539684296
Sağ bek Rıza topu filelerden çıkarıp santraya gönderiyor .,Rıza,gönderiyor,3,10,5,11,0.3740055561065674
Biz atölyede bir türlü adını bağışlamayan renklere sağır renkler deriz .,Biz,deriz,1,11,2,11,0.3633744716644287
"Bu işbirliği , Taliban'a meydan okunabilen toprakların artmasını sağladı .",işbirliği,sağladı,2,12,5,11,0.44908052682876587
Hatta kilise yetkilileri onun sağlığından endişeye düştüler .,yetkilileri,düştüler,3,7,4,0,0.6309579014778137
Kopan feryadın gücü sağlı sollu komşuların eve hücum edeceği kaygısını uyandırdı .,gücü,uyandırdı,4,12,4,0,0.580908477306366
Politika sahnesinde adları duyulan kişiler .,adları,kişiler,3,5,5,6,0.33353179693222046
"Otel kalabalığı sakıncalı olabileceği için , bir pansiyonda kalıyordu .",kalabalığı,kalıyordu,2,9,0,9,0.24924889206886292
"Nazmiye Hanım hülyaları içinde sakit , uysal ve gevşek adımlarla yürüyordu .",Nazmiye,yürüyordu,1,13,7,3,0.20285184681415558
"Batı , o büyük kaynaktan sık sık faydalanır ama iktibaslarını titizce saklar .",Batı,faydalanır,1,8,5,11,0.41343775391578674
Her hakkı saklıdır .,hakkı,saklıdır,2,3,4,9,0.9994001388549805
"Sac sobasından , çinisinden , salamandrasına kadar bu nesneler yaşayışın orta katında oturan insanlara benzerler .",nesneler,benzerler,13,20,5,11,0.5175949931144714
"Bizim salaş bütün ömrünce kaç defa süpürülmüş , kaç defa yıkanmış ?",salaş,yıkanmış,2,13,10,8,0.6517513990402222
Tükürük bezleri tükürük yapar .,bezleri,yapar,3,5,4,0,0.6301659941673279
Bunu görünce Behzat da iki salkım muzu oradakilere dağıtmış .,Behzat,dağıtmış,3,10,7,3,0.35852885246276855
"Sen yine anahtarını çıkar , salla , eğlendir .",Sen,eğlendir,1,8,3,9,0.20847423374652863
Üç buçuk senedir ben bu sallantıya şahit oldum .,ben,oldum,4,9,4,0,0.48868462443351746
Hasta alt kattaki salona kadar gitti ve bir kanepenin üstüne düştü .,Hasta,gitti,1,6,5,11,0.7032023668289185
"Sanat adına konuşmakta kendinde hak gören , her konuştuğunu da salt doğrudur diye karşısındakine kabullendirmek isteyen kimseler sardı etrafımızı .",kimseler,sardı,18,19,3,0,0.9999881982803345
Herhangi bir samimiyet bile mutlaka hakikat demek değildir .,samimiyet,demek,3,7,8,7,0.3130037486553192
İtiraf edelim ki dünkü halkımız henüz sanata karşı hazırlıklı olmadığı için çok büyük müşkülata maruz kalıyordu .,halkımız,kalıyordu,5,17,10,8,0.3771517872810364
Sanat eserinin mimarı şüphesiz ki eseri için lüzumlu malzemenin en iyisini kullanmayı bilen kimsedir .,mimarı,kimsedir,3,14,7,8,0.802257776260376
"Sandukanın yeşil çuhasına başını dayadığında , sanki bir el saçlarını okşayıp teskin edecekti onu .",el,edecekti,14,19,8,10,0.4145045578479767
Bütün bu hadise hemen bir yirmi saniye içinde olup bitmişti .,hadise,bitmişti,3,10,4,0,0.5892526507377625
Her açılan kapının arkasından umduğumuz çıkmaz .,umduğumuz,çıkmaz,5,6,4,9,0.9997699856758118
Bir küçük çekmeceden sapı fil dişi bir revolver çıkarmıştı .,sapı,çıkarmıştı,5,12,5,11,0.3342224955558777
Bu ev bir saray .,ev,saray,2,4,1,3,0.4336337149143219
Ortalık sarı bir toz bulutu içinde .,Ortalık,içinde,1,6,7,8,0.810865044593811
"Parlak kâğıtlara sarılı kokulu sabunlar getireceğine , kapağı dönerli aynalı kremler alacağına söz verdi .",kapağı,verdi,9,16,0,7,0.07364058494567871
"Sarımsı , pürüzsüz , meyve tazeliğinde teni meydana çıktı .",teni,çıktı,9,11,8,10,0.47844555974006653
"Kültür düşüklüğündeki çöküş , yaygın bir hastalık gibi sarar toplumu .",çöküş,sarar,5,11,5,11,0.291226863861084
"Bu ülkede mevsimler de , çağlar da , inançlar da sarmaş dolaş .",mevsimler,dolaş,3,12,5,6,0.27472901344299316
Şu anda yapabileceğim tek şey buradan çıkar çıkmaz bir saunaya gitmek .,şey,gitmek,5,12,6,0,0.43608248233795166
Ayaklarını boşluğa savururken küçük dolap gürültüyle yıkıldı .,dolap,yıkıldı,7,9,4,0,0.5917184352874756
Bu sayı dört basamaklı bir sayı olmalı,sayı,olmalı,2,7,4,0,0.6024216413497925
Köşkte sık sık sazlı toplantılar olurmuş .,toplantılar,olurmuş,7,8,3,0,0.9985224604606628
Seçmenlerine meraklı insanların yufka yürekli olduklarına dair düşüncelerini açtı .,insanların,açtı,4,10,9,6,0.22756442427635193
"Bu , korkunç bir çocukluğun , sefil , bahtsız bir çocukluğun devamıdır .",Bu,devamıdır,1,14,5,6,0.49461761116981506
Kırık ve çıkık sekellerine kaplıca yararlıdır .,kaplıca,yararlıdır,7,8,3,0,0.9996438026428223
"Ellerinde çantalı , küçük yiyecek paketleriyle , kadınlı erkekli bir memur seli , Ulus Meydanı'na doğru akıyor .",seli,akıyor,14,21,2,11,0.669258177280426
Semaverde demlenmiş çayın zevki başkadır .,zevki,başkadır,7,8,3,0,0.9999874830245972
Ben burada fena hâlde semirmeye başladım .,Ben,başladım,1,8,7,8,0.3894638419151306
"1996 , 20 , 2004 , 2008 gibi dört ile bölünebilen her yıl , artık yıldır .",yıl,yıldır,14,17,4,8,0.5091559290885925
"Orada kaldırım , baştan başa balık pulları ile örtülüdür .",kaldırım,örtülüdür,2,9,7,8,0.5391365885734558
"Sarışın bir kız , pastacının vitrinine dikkatle bakıyordu .",kız,bakıyordu,3,10,6,6,0.2517251968383789
Serinkanlı olanlar hırslı olamayacak kadar uyuşuk ve tembeldirler .,olanlar,uyuşuk,3,7,7,3,0.22491323947906494
Köşebaşını dönünce karşımıza merdivenli bir setin üstünde kubbeli bir bina çıktı .,bina,çıktı,13,14,4,9,0.9963195323944092
Bu ağaç nemli ortamı sever .,ağaç,sever,2,5,7,0,0.541942298412323
"Ertesi sabah , sol kulağımda ağrı ile beraber akıntı başladı .",ağrı,başladı,6,10,0,4,0.19278866052627563
Masallar folklor bakımından da türkülerden daha seyyal ve ekseriya daha renkli olurlar .,Masallar,olurlar,1,15,6,11,0.2745191156864166
Böylece tiyatro sezonu hakkında insan yarım saat içinde fikir edinebilmiş oluyor .,insan,oluyor,5,12,4,0,0.579007089138031
"Suat , bir sfenks sessizliğiyle her şeyden uzak yaşamayı yeğler görünmektedir .",Suat,görünmektedir,1,14,4,3,0.45709413290023804
Burası bir makine dairesi kadar sıcaktı .,Burası,sıcaktı,1,6,7,8,0.43107739090919495
O bu kadında daha bir cana yakınlık bulur gibi oluyordu .,O,oluyordu,1,10,5,11,0.29849520325660706
"En sıkı ve katı bir merkeziyet sistemi , bugün diğer faaliyet merkezlerini bloke edebilir .",sistemi,edebilir,7,14,7,8,0.35104820132255554
"Karabalçıklı çiftliği , kasabadan sıkı yürüyüşle bir saat çeker .",çiftliği,çeker,5,12,5,11,0.2922405004501343
"O dakikadan dakikaya daha ziyade şaşırıyor , sıkılıyor , buradan kurtulmak istiyordu .",O,istiyordu,1,12,2,0,0.17882241308689117
"Yalnız kalan kadın titriyor , hıçkırarak kucağındaki yavrusunu sıkıyor .",kadın,sıkıyor,3,11,4,3,0.4727747440338135
"Sılacıların hepsi , Durmuş gibi on parasız evlerine döndüler .",hepsi,döndüler,3,10,5,11,0.41684260964393616
"Artık onu sımsıkı sarıyorlarmış gibi bunaltan duvarlar , o kilitli kapılar yoktu .",duvarlar,yoktu,9,14,6,10,0.41825464367866516
"Gelin çıtı pıtı , esmer güzeli , sıpsıcak bir kızdı .",Gelin,kızdı,1,13,7,3,0.33498629927635193
Oturacak yerler tahta sıralardan olur .,yerler,olur,3,6,4,0,0.611405074596405
Bekçi bütün kapıları sıraladı .,Bekçi,sıraladı,1,4,7,3,0.5795489549636841
"Karısı genç , güzel bir kadındı .",Karısı,kadındı,1,6,4,0,0.4231247901916504
"O hep sırasız arzularla , varlıklar içinde , yoksulluklar çekerdi .",O,çekerdi,1,13,7,3,0.408496230840683
"Açık gri etrafı iki parmak kalınlığında sarı sırma işlemeli , gayet zarif bir kumaş .",etrafı,kumaş,3,15,1,11,0.16111351549625397
Arabacı katırın sırtına binmiş .,Arabacı,binmiş,1,5,5,11,0.44233131408691406
Her tarafı bir sıtma nöbetine tutulmuş gibi titriyordu .,tarafı,titriyordu,2,9,4,0,0.6374768614768982
"Hepsi bit , sirke içinde ; sıvandım , hepsini temizledim .",Hepsi,temizledim,1,11,6,6,0.11737919598817825
"Üç çocuk , üzerlerine sıvışık bir madde sürülmüş birer dilim ekmeği geveleyip duruyorlar .",çocuk,duruyorlar,2,15,4,0,0.42257726192474365
Kurşun başını sıyırıp geçti .,Kurşun,geçti,1,4,4,0,0.5524381399154663
"Bekir , kaşla göz arasında dışarıya sızdı .",Bekir,sızdı,1,8,4,3,0.3849788308143616
Bu gençlerden hiçbiri sigarasız yaşayamaz .,hiçbiri,yaşayamaz,3,6,2,9,0.5860940217971802
"Avcı , elinde ipi silkeleyerek yavaş yavaş ağını çekiyordu .",Avcı,çekiyordu,1,10,3,9,0.30775535106658936
Adam keçinin gerisine hafif bir sille indirdi .,Adam,indirdi,1,9,7,3,0.556829035282135
"Bu adam kıyafet itibarıyla öbür sandaldaki simsar , tercüman , satıcı , gezdirici vesaireden farklı değildi .",adam,farklı,2,18,5,11,0.286981999874115
"Bu kadının bir siniri var , kan görünce bayılır .",kadının,var,2,5,6,11,0.3595183491706848
"Bu kadın ne kadar inatçı , sinsi bir kadın !",kadın,kadın,2,2,5,1,0.7064199447631836
"Valinin hızı ve coşkusu , yanındakilere de bulaşıcı bir hastalık gibi sirayet ediyordu .",hızı,ediyordu,2,14,0,3,0.13606789708137512
Kalküta'yı süt mavisi bir akşam sisi kaplıyor .,sisi,kaplıyor,10,11,3,0,0.9999979734420776
Sivri gagasından kelimeler çıkarken sanki birer ok oluyordu .,kelimeler,oluyordu,4,9,5,8,0.25531142950057983
Sizli bizli konuşmalar devam ediyordu .,konuşmalar,ediyordu,5,7,4,0,0.5647892355918884
Sokaktan sırtlarında skileriyle birkaç sporcu gülüşerek geçmiş .,sporcu,geçmiş,8,11,5,9,0.3924766480922699
Sokaktaki adam bu konuda ne düşünüyor ?,adam,düşünüyor,2,6,3,9,0.4711657166481018
Otların arasında bacaklarını yılan sokar .,yılan,sokar,5,6,3,0,0.9997685551643372
"Satıcı , elmaların çürüklerini sokmuş .",Satıcı,sokmuş,1,7,3,9,0.6986687779426575
Gençler dergimize yeni bir soluk getirdiler .,Gençler,getirdiler,1,8,7,8,0.706762969493866
"Zamanın sonlu ve sonsuz akışları içinde iki yıl , kısa bir süredir .",yıl,süredir,8,12,7,8,0.5550442934036255
Bunun sonrası yok .,sonrası,yok,2,3,4,9,0.9998984336853027
Hastalanınca annem başımda nöbet tutar .,annem,tutar,3,6,7,3,0.42784184217453003
Babam bütün sorumluluğu üzerine aldı .,Babam,aldı,1,5,7,8,0.6004310250282288
Yıllar eğlenceli bir sosyal yaşamla dolu dolu geçip gidiyordu .,Yıllar,gidiyordu,1,9,4,0,0.5368848443031311
Uzakta çay kenarında söğütlük içinde küçük bir köy vardı .,köy,vardı,9,10,4,9,0.9996992349624634
Balon söndü .,Balon,söndü,1,2,4,9,0.9971730709075928
Bu fabrika sermayesini beş yılda ödedi .,fabrika,ödedi,2,6,7,3,0.6115636825561523
"Bir aralık elinde tahta çantalı birisi , kahvenin önündeki halka karşı bir söylev çekmeye başladı .",birisi,başladı,7,16,8,11,0.27555224299430847
Şarkının sözleri çok anlamlı .,sözleri,anlamlı,2,4,4,0,0.7587601542472839
"Hacı Ömer , beni bir kere de bir söz rüşveti ile yemlemeye çalıştı .",Hacı,çalıştı,1,15,7,3,0.2009507715702057
O eski sportif atletik gücünüz gün günden azalmaktadır .,gücünüz,azalmaktadır,5,8,5,9,0.5867102742195129
Steplerde akşam güzel ve korkunçtur .,akşam,güzel,3,4,4,9,0.9998910427093506
Karaborsayı ve istifçiliği önlemek için karne sistemi getirildi .,sistemi,getirildi,10,11,3,0,0.9998880624771118
Pencerelerinde storlu mavi perdeler vardı .,perdeler,vardı,6,7,3,0,0.9992571473121643
Senin sulbünden krallar çıkacak .,krallar,çıkacak,5,6,4,9,0.999909520149231
"Onun getirdiği kızarmış eti , şarabı , iri ve sulu elmaları acele yuttu .",Onun,yuttu,1,13,0,5,0.23377996683120728
Hanın sundurmasına çıktığım zaman yemiş dolu tabaklar dizilmiş masa hazırdı .,masa,hazırdı,11,12,3,0,0.9999759197235107
Bu anlaşmazlık sofra halkına bir somurtkanlık getirdi .,anlaşmazlık,getirdi,2,9,5,11,0.5426272749900818
"İmam Efendi , bir serviye belini dayayıp çömelerek Mülk suresini okumaya başladı .",İmam,başladı,1,14,7,3,0.1694248467683792
"İçiyor , hiç durmadan içiyordu denizi / Bu içiş asırlarca susuz bıraktı bizi",içiş,bıraktı,11,14,7,3,0.5777300596237183
Yaralı asker biraz sünnet çocuklarını andırır .,asker,andırır,2,6,4,3,0.32576456665992737
"Satılamayan ne kadar bayat , bozuk mal varsa pansiyonerlere sürerler .",mal,sürerler,8,13,9,2,0.14377251267433167
Hasta gene duvarlara sürtünerek kendini alt katın merdivenlerine attı .,Hasta,attı,1,11,6,6,0.3389809727668762
Bu dava iki yıl sürüklendi .,dava,sürüklendi,2,5,9,2,0.905071496963501
"Prenses koluma girdi , sürüklercesine büfeye götürdü .",Prenses,götürdü,1,9,4,3,0.3637058734893799
Divan şiiri süse önem vermiştir .,şiiri,vermiştir,2,6,7,8,0.6542141437530518
Ben onu bir süsleyeyim de görsün .,Ben,görsün,1,8,6,9,0.3390791118144989
Kalküta'yı süt mavisi bir akşam sisi kaplıyor .,sisi,kaplıyor,10,11,3,0,0.9999979734420776
"Kuş , gene havada süzülüp daireler çiziyor .",Kuş,çiziyor,1,7,7,8,0.3435576260089874
Şafak otuz altı .,Şafak,altı,1,3,4,0,0.8053020238876343
"Kolalı sert yaka , boğazda şişen gazel damarını sıkıyor .",yaka,sıkıyor,4,11,5,11,0.346856027841568
"Kumaş , şahrem şahrem ayrıldı .",Kumaş,ayrıldı,1,7,5,8,0.34740376472473145
Ben birer şahsiyetleri olan bu yalıların çoğunu dostlarım gibi tanırım .,Ben,tanırım,1,12,3,9,0.40816348791122437
"Genç kadın , yün şalını başına almışken çıkardı .",kadın,çıkardı,2,10,3,9,0.2740425169467926
Koca ayna şangır şungur kırıldı .,ayna,kırıldı,2,7,7,8,0.6189804673194885
Gözleri açık gün şavkımasında hem görünüyor hem görüyordu .,Gözleri,görünüyor,1,8,0,1,0.25151073932647705
"Gözleri eski şekerlenmiş şuruplar kadar donuk , fersiz , katı , suyu çekilmiş .",Gözleri,donuk,1,9,7,8,0.7844103574752808
"Yalnızlığın şekilleri vardır , kimsesiz bir yerde yalnızlık , sosyete ve kalabalık içinde yalnızlık .",şekilleri,vardır,3,4,3,0,0.9996874332427979
"Bundan başka Mevlâna , çok defa şekilciliğe ehemmiyet vermez .",Mevlâna,vermez,3,10,4,3,0.3772221803665161
Ne var ki bu şenlik gününde yüzüne bakan yok .,bakan,yok,8,9,4,9,0.9997778534889221
"Devlet başkanı , konuklarıyla şeref salonunda bir süre görüştü .",başkanı,görüştü,2,10,5,11,0.24792855978012085
"Ekmek satan yer yokmuş , bir dilim kek alabilmek üzere bir pastacıya giriyorum .",yer,giriyorum,3,14,6,9,0.12983687222003937
"Asıl zorluk belki öğrenilmesi lazım gelen şeylerin değil , unutulması gereken şeylerin çokluğundan gelir .",zorluk,gelir,2,15,7,8,0.7933521270751953
"Sen bugün böyle niçin pek şıklaştın , boynuna kravat filan taktın da geldin ?",Sen,geldin,1,16,2,11,0.38704410195350647
Herifi şımartıp da bu hâle koyan sen değil misin ?,koyan,sen,8,9,4,9,0.9999853372573853
Ortalık acı acı yanık şif kokuyordu .,Ortalık,kokuyordu,1,6,7,8,0.6506882309913635
Bir hastaya tatbik edilen serum derhâl şifalı tesirini göstermiştir .,serum,göstermiştir,5,10,5,11,0.37958380579948425
Oradaki son Türklerin nasıl kahramanca vuruştuklarını masanın üstünden aldığım şifreli telgraftan okudum .,Türklerin,okudum,3,15,6,9,0.19266334176063538
"Ötede beride Fıstıkağacı , Bağlarbaşı , Servilik , Nuhkuyusu gibi saffetli ve şiirli isimler duyulur .",isimler,duyulur,23,24,3,0,0.9999783039093018
Görülüyor ki atom harbi tehlikesi şimdiden tesirini göstermeye başlamıştır .,tehlikesi,başlamıştır,5,10,4,0,0.4296428859233856
Bugünlerde hangi yazarlar okunuyor ?,yazarlar,okunuyor,3,4,3,0,0.999159574508667
İdare lambası hâlâ taşlıkta yanıyordu .,lambası,yanıyordu,2,6,1,6,0.6909406781196594
Yeryüzünde balta olacak bundan daha belalı bir adam olacağını tasavvur edemiyorum .,adam,edemiyorum,8,11,7,0,0.1400284767150879
Balon şişti .,Balon,şişti,1,2,3,0,0.9985669255256653
Şurasının manzarası daha güzel .,manzarası,güzel,3,5,4,0,0.7689329385757446
